idp_num,pheno,ukb_id,idp_short_name,cat_num,category,description,h2,h2_se
1536,1536,25161,IDP_dMRI_TBSS_MO_Medial_lemniscus_L,9,WM tract MO,Mean MO (diffusion tensor mode) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.166,0.0196
1537,1537,25162,IDP_dMRI_TBSS_MO_Inferior_cerebellar_peduncle_R,9,WM tract MO,Mean MO (diffusion tensor mode) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.194,0.0183
1538,1538,25163,IDP_dMRI_TBSS_MO_Inferior_cerebellar_peduncle_L,9,WM tract MO,Mean MO (diffusion tensor mode) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.163,0.018
1539,1539,25164,IDP_dMRI_TBSS_MO_Superior_cerebellar_peduncle_R,9,WM tract MO,Mean MO (diffusion tensor mode) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.161,0.0174
1540,1540,25165,IDP_dMRI_TBSS_MO_Superior_cerebellar_peduncle_L,9,WM tract MO,Mean MO (diffusion tensor mode) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.18,0.0179
1541,1541,25166,IDP_dMRI_TBSS_MO_Cerebral_peduncle_R,9,WM tract MO,Mean MO (diffusion tensor mode) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.236,0.0221
1542,1542,25167,IDP_dMRI_TBSS_MO_Cerebral_peduncle_L,9,WM tract MO,Mean MO (diffusion tensor mode) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.261,0.0212
1543,1543,25168,IDP_dMRI_TBSS_MO_Anterior_limb_of_internal_capsule_R,9,WM tract MO,Mean MO (diffusion tensor mode) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.31,0.0239
1544,1544,25169,IDP_dMRI_TBSS_MO_Anterior_limb_of_internal_capsule_L,9,WM tract MO,Mean MO (diffusion tensor mode) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.284,0.0223
1545,1545,25170,IDP_dMRI_TBSS_MO_Posterior_limb_of_internal_capsule_R,9,WM tract MO,Mean MO (diffusion tensor mode) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.362,0.0247
1546,1546,25171,IDP_dMRI_TBSS_MO_Posterior_limb_of_internal_capsule_L,9,WM tract MO,Mean MO (diffusion tensor mode) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.347,0.0248
1547,1547,25172,IDP_dMRI_TBSS_MO_Retrolenticular_part_of_internal_capsule_R,9,WM tract MO,Mean MO (diffusion tensor mode) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.261,0.023
1548,1548,25173,IDP_dMRI_TBSS_MO_Retrolenticular_part_of_internal_capsule_L,9,WM tract MO,Mean MO (diffusion tensor mode) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.231,0.023
1549,1549,25174,IDP_dMRI_TBSS_MO_Anterior_corona_radiata_R,9,WM tract MO,Mean MO (diffusion tensor mode) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.257,0.0207
1550,1550,25175,IDP_dMRI_TBSS_MO_Anterior_corona_radiata_L,9,WM tract MO,Mean MO (diffusion tensor mode) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.251,0.0194
1551,1551,25176,IDP_dMRI_TBSS_MO_Superior_corona_radiata_R,9,WM tract MO,Mean MO (diffusion tensor mode) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.295,0.024
1552,1552,25177,IDP_dMRI_TBSS_MO_Superior_corona_radiata_L,9,WM tract MO,Mean MO (diffusion tensor mode) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.291,0.025
1553,1553,25178,IDP_dMRI_TBSS_MO_Posterior_corona_radiata_R,9,WM tract MO,Mean MO (diffusion tensor mode) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.247,0.0198
1554,1554,25179,IDP_dMRI_TBSS_MO_Posterior_corona_radiata_L,9,WM tract MO,Mean MO (diffusion tensor mode) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.203,0.0202
1555,1555,25180,IDP_dMRI_TBSS_MO_Posterior_thalamic_radiation_R,9,WM tract MO,Mean MO (diffusion tensor mode) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.177,0.0181
1556,1556,25181,IDP_dMRI_TBSS_MO_Posterior_thalamic_radiation_L,9,WM tract MO,Mean MO (diffusion tensor mode) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.16,0.0204
1557,1557,25182,IDP_dMRI_TBSS_MO_Sagittal_stratum_R,9,WM tract MO,Mean MO (diffusion tensor mode) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.2,0.0184
1558,1558,25183,IDP_dMRI_TBSS_MO_Sagittal_stratum_L,9,WM tract MO,Mean MO (diffusion tensor mode) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.188,0.0204
1559,1559,25184,IDP_dMRI_TBSS_MO_External_capsule_R,9,WM tract MO,Mean MO (diffusion tensor mode) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.265,0.0206
1560,1560,25185,IDP_dMRI_TBSS_MO_External_capsule_L,9,WM tract MO,Mean MO (diffusion tensor mode) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.269,0.0222
1561,1561,25186,IDP_dMRI_TBSS_MO_Cingulum_cingulate_gyrus_R,9,WM tract MO,Mean MO (diffusion tensor mode) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.0216
1562,1562,25187,IDP_dMRI_TBSS_MO_Cingulum_cingulate_gyrus_L,9,WM tract MO,Mean MO (diffusion tensor mode) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.23,0.0215
1563,1563,25188,IDP_dMRI_TBSS_MO_Cingulum_hippocampus_R,9,WM tract MO,Mean MO (diffusion tensor mode) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.175,0.0216
1564,1564,25189,IDP_dMRI_TBSS_MO_Cingulum_hippocampus_L,9,WM tract MO,Mean MO (diffusion tensor mode) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.16,0.0241
1565,1565,25190,IDP_dMRI_TBSS_MO_Fornix_cres+Stria_terminalis_R,9,WM tract MO,Mean MO (diffusion tensor mode) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.221,0.0229
1566,1566,25191,IDP_dMRI_TBSS_MO_Fornix_cres+Stria_terminalis_L,9,WM tract MO,Mean MO (diffusion tensor mode) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.229,0.021
1567,1567,25192,IDP_dMRI_TBSS_MO_Superior_longitudinal_fasciculus_R,9,WM tract MO,Mean MO (diffusion tensor mode) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.277,0.0238
1568,1568,25193,IDP_dMRI_TBSS_MO_Superior_longitudinal_fasciculus_L,9,WM tract MO,Mean MO (diffusion tensor mode) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.245,0.0211
1569,1569,25194,IDP_dMRI_TBSS_MO_Superior_fronto-occipital_fasciculus_R,9,WM tract MO,Mean MO (diffusion tensor mode) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.112,0.0173
1570,1570,25195,IDP_dMRI_TBSS_MO_Superior_fronto-occipital_fasciculus_L,9,WM tract MO,Mean MO (diffusion tensor mode) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.117,0.0171
1571,1571,25196,IDP_dMRI_TBSS_MO_Uncinate_fasciculus_R,9,WM tract MO,Mean MO (diffusion tensor mode) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.189,0.0213
1572,1572,25197,IDP_dMRI_TBSS_MO_Uncinate_fasciculus_L,9,WM tract MO,Mean MO (diffusion tensor mode) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.197,0.0219
1573,1573,25198,IDP_dMRI_TBSS_MO_Tapetum_R,9,WM tract MO,Mean MO (diffusion tensor mode) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.135,0.0185
1574,1574,25199,IDP_dMRI_TBSS_MO_Tapetum_L,9,WM tract MO,Mean MO (diffusion tensor mode) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.194,0.0199
1575,1575,25542,IDP_dMRI_ProbtrackX_MO_ar_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left acoustic radiation (from dMRI data),0.108,0.021
1576,1576,25543,IDP_dMRI_ProbtrackX_MO_ar_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right acoustic radiation (from dMRI data),0.097,0.016
1577,1577,25544,IDP_dMRI_ProbtrackX_MO_atr_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left anterior thalamic radiation (from dMRI data),0.223,0.0179
1578,1578,25545,IDP_dMRI_ProbtrackX_MO_atr_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right anterior thalamic radiation (from dMRI data),0.191,0.0188
1579,1579,25546,IDP_dMRI_ProbtrackX_MO_cgc_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left cingulate gyrus part of cingulum (from dMRI data),0.168,0.0188
1580,1580,25547,IDP_dMRI_ProbtrackX_MO_cgc_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right cingulate gyrus part of cingulum (from dMRI data),0.183,0.0191
1581,1581,25548,IDP_dMRI_ProbtrackX_MO_cgh_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left parahippocampal part of cingulum (from dMRI data),0.111,0.0183
1582,1582,25549,IDP_dMRI_ProbtrackX_MO_cgh_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right parahippocampal part of cingulum (from dMRI data),0.119,0.0162
1583,1583,25550,IDP_dMRI_ProbtrackX_MO_cst_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left corticospinal tract (from dMRI data),0.187,0.0174
1584,1584,25551,IDP_dMRI_ProbtrackX_MO_cst_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right corticospinal tract (from dMRI data),0.181,0.018
1585,1585,25552,IDP_dMRI_ProbtrackX_MO_fma,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract forceps major (from dMRI data),0.147,0.0185
1586,1586,25553,IDP_dMRI_ProbtrackX_MO_fmi,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract forceps minor (from dMRI data),0.265,0.0213
1587,1587,25554,IDP_dMRI_ProbtrackX_MO_ifo_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left inferior fronto-occipital fasciculus (from dMRI data),0.156,0.0185
1588,1588,25555,IDP_dMRI_ProbtrackX_MO_ifo_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right inferior fronto-occipital fasciculus (from dMRI data),0.202,0.0178
1589,1589,25556,IDP_dMRI_ProbtrackX_MO_ilf_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left inferior longitudinal fasciculus (from dMRI data),0.141,0.0192
1590,1590,25557,IDP_dMRI_ProbtrackX_MO_ilf_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right inferior longitudinal fasciculus (from dMRI data),0.186,0.0197
1591,1591,25558,IDP_dMRI_ProbtrackX_MO_mcp,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract middle cerebellar peduncle (from dMRI data),0.157,0.0188
1592,1592,25559,IDP_dMRI_ProbtrackX_MO_ml_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left medial lemniscus (from dMRI data),0.226,0.0204
1593,1593,25560,IDP_dMRI_ProbtrackX_MO_ml_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right medial lemniscus (from dMRI data),0.213,0.0188
1594,1594,25561,IDP_dMRI_ProbtrackX_MO_ptr_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left posterior thalamic radiation (from dMRI data),0.176,0.0227
1595,1595,25562,IDP_dMRI_ProbtrackX_MO_ptr_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right posterior thalamic radiation (from dMRI data),0.161,0.0206
1596,1596,25563,IDP_dMRI_ProbtrackX_MO_slf_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left superior longitudinal fasciculus (from dMRI data),0.205,0.0243
1597,1597,25564,IDP_dMRI_ProbtrackX_MO_slf_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right superior longitudinal fasciculus (from dMRI data),0.199,0.0208
1598,1598,25565,IDP_dMRI_ProbtrackX_MO_str_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left superior thalamic radiation (from dMRI data),0.275,0.0222
1599,1599,25566,IDP_dMRI_ProbtrackX_MO_str_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right superior thalamic radiation (from dMRI data),0.261,0.0234
1600,1600,25567,IDP_dMRI_ProbtrackX_MO_unc_l,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract left uncinate fasciculus (from dMRI data),0.125,0.0184
1601,1601,25568,IDP_dMRI_ProbtrackX_MO_unc_r,9,WM tract MO,Weighted-mean MO (diffusion tensor mode) in tract right uncinate fasciculus (from dMRI data),0.133,0.0182
1602,1602,25104,IDP_dMRI_TBSS_MD_Middle_cerebellar_peduncle,10,WM tract diffusivity,Mean MD (mean diffusivity) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),0.197,0.0203
1603,1603,25105,IDP_dMRI_TBSS_MD_Pontine_crossing_tract,10,WM tract diffusivity,Mean MD (mean diffusivity) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),0.202,0.0204
1604,1604,25106,IDP_dMRI_TBSS_MD_Genu_of_corpus_callosum,10,WM tract diffusivity,Mean MD (mean diffusivity) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.344,0.0284
1605,1605,25107,IDP_dMRI_TBSS_MD_Body_of_corpus_callosum,10,WM tract diffusivity,Mean MD (mean diffusivity) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.321,0.0278
1606,1606,25108,IDP_dMRI_TBSS_MD_Splenium_of_corpus_callosum,10,WM tract diffusivity,Mean MD (mean diffusivity) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.279,0.0257
1607,1607,25109,IDP_dMRI_TBSS_MD_Fornix,10,WM tract diffusivity,Mean MD (mean diffusivity) in fornix on FA (fractional anisotropy) skeleton (from dMRI data),0.232,0.0233
1608,1608,25110,IDP_dMRI_TBSS_MD_Corticospinal_tract_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.189,0.0205
1609,1609,25111,IDP_dMRI_TBSS_MD_Corticospinal_tract_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.161,0.0192
1610,1610,25112,IDP_dMRI_TBSS_MD_Medial_lemniscus_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.145,0.0196
1611,1611,25113,IDP_dMRI_TBSS_MD_Medial_lemniscus_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.132,0.0184
1612,1612,25114,IDP_dMRI_TBSS_MD_Inferior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.162,0.0197
1613,1613,25115,IDP_dMRI_TBSS_MD_Inferior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.15,0.0213
1614,1614,25116,IDP_dMRI_TBSS_MD_Superior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.272,0.0265
1615,1615,25117,IDP_dMRI_TBSS_MD_Superior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.256,0.026
1616,1616,25118,IDP_dMRI_TBSS_MD_Cerebral_peduncle_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.164,0.0192
1617,1617,25119,IDP_dMRI_TBSS_MD_Cerebral_peduncle_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.152,0.0204
1618,1618,25120,IDP_dMRI_TBSS_MD_Anterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.199,0.022
1619,1619,25121,IDP_dMRI_TBSS_MD_Anterior_limb_of_internal_capsule_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.202,0.0226
1620,1620,25122,IDP_dMRI_TBSS_MD_Posterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.023
1621,1621,25123,IDP_dMRI_TBSS_MD_Posterior_limb_of_internal_capsule_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.208,0.0219
1622,1622,25124,IDP_dMRI_TBSS_MD_Retrolenticular_part_of_internal_capsule_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.254,0.0259
1623,1623,25125,IDP_dMRI_TBSS_MD_Retrolenticular_part_of_internal_capsule_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.228,0.0268
1624,1624,25126,IDP_dMRI_TBSS_MD_Anterior_corona_radiata_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.323,0.0321
1625,1625,25127,IDP_dMRI_TBSS_MD_Anterior_corona_radiata_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.316,0.0326
1626,1626,25128,IDP_dMRI_TBSS_MD_Superior_corona_radiata_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.281,0.0305
1627,1627,25129,IDP_dMRI_TBSS_MD_Superior_corona_radiata_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.287,0.0304
1628,1628,25130,IDP_dMRI_TBSS_MD_Posterior_corona_radiata_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.28,0.0287
1629,1629,25131,IDP_dMRI_TBSS_MD_Posterior_corona_radiata_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.281,0.0298
1630,1630,25132,IDP_dMRI_TBSS_MD_Posterior_thalamic_radiation_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.235,0.0264
1631,1631,25133,IDP_dMRI_TBSS_MD_Posterior_thalamic_radiation_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.25,0.0263
1632,1632,25134,IDP_dMRI_TBSS_MD_Sagittal_stratum_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.257,0.0294
1633,1633,25135,IDP_dMRI_TBSS_MD_Sagittal_stratum_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.224,0.028
1634,1634,25136,IDP_dMRI_TBSS_MD_External_capsule_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.241,0.0245
1635,1635,25137,IDP_dMRI_TBSS_MD_External_capsule_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.226,0.0252
1636,1636,25138,IDP_dMRI_TBSS_MD_Cingulum_cingulate_gyrus_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.275,0.0281
1637,1637,25139,IDP_dMRI_TBSS_MD_Cingulum_cingulate_gyrus_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.255,0.0262
1638,1638,25140,IDP_dMRI_TBSS_MD_Cingulum_hippocampus_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.213,0.0238
1639,1639,25141,IDP_dMRI_TBSS_MD_Cingulum_hippocampus_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.214,0.0224
1640,1640,25142,IDP_dMRI_TBSS_MD_Fornix_cres+Stria_terminalis_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.167,0.0189
1641,1641,25143,IDP_dMRI_TBSS_MD_Fornix_cres+Stria_terminalis_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.149,0.0183
1642,1642,25144,IDP_dMRI_TBSS_MD_Superior_longitudinal_fasciculus_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.326,0.031
1643,1643,25145,IDP_dMRI_TBSS_MD_Superior_longitudinal_fasciculus_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.33,0.0318
1644,1644,25146,IDP_dMRI_TBSS_MD_Superior_fronto-occipital_fasciculus_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.18,0.0211
1645,1645,25147,IDP_dMRI_TBSS_MD_Superior_fronto-occipital_fasciculus_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.177,0.0205
1646,1646,25148,IDP_dMRI_TBSS_MD_Uncinate_fasciculus_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.156,0.019
1647,1647,25149,IDP_dMRI_TBSS_MD_Uncinate_fasciculus_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.144,0.017
1648,1648,25150,IDP_dMRI_TBSS_MD_Tapetum_R,10,WM tract diffusivity,Mean MD (mean diffusivity) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.202,0.0215
1649,1649,25151,IDP_dMRI_TBSS_MD_Tapetum_L,10,WM tract diffusivity,Mean MD (mean diffusivity) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.213,0.0199
1650,1650,25200,IDP_dMRI_TBSS_L1_Middle_cerebellar_peduncle,10,WM tract diffusivity,Mean L1 in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),0.197,0.0194
1651,1651,25201,IDP_dMRI_TBSS_L1_Pontine_crossing_tract,10,WM tract diffusivity,Mean L1 in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),0.199,0.0205
1652,1652,25202,IDP_dMRI_TBSS_L1_Genu_of_corpus_callosum,10,WM tract diffusivity,Mean L1 in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.304,0.0252
1653,1653,25203,IDP_dMRI_TBSS_L1_Body_of_corpus_callosum,10,WM tract diffusivity,Mean L1 in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.269,0.0232
1654,1654,25204,IDP_dMRI_TBSS_L1_Splenium_of_corpus_callosum,10,WM tract diffusivity,Mean L1 in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.324,0.0274
1655,1655,25205,IDP_dMRI_TBSS_L1_Fornix,10,WM tract diffusivity,Mean L1 in fornix on FA (fractional anisotropy) skeleton (from dMRI data),0.237,0.024
1656,1656,25206,IDP_dMRI_TBSS_L1_Corticospinal_tract_R,10,WM tract diffusivity,Mean L1 in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.148,0.0185
1657,1657,25207,IDP_dMRI_TBSS_L1_Corticospinal_tract_L,10,WM tract diffusivity,Mean L1 in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.122,0.0176
1658,1658,25208,IDP_dMRI_TBSS_L1_Medial_lemniscus_R,10,WM tract diffusivity,Mean L1 in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.2,0.0237
1659,1659,25209,IDP_dMRI_TBSS_L1_Medial_lemniscus_L,10,WM tract diffusivity,Mean L1 in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.177,0.0244
1660,1660,25210,IDP_dMRI_TBSS_L1_Inferior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean L1 in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.195,0.018
1661,1661,25211,IDP_dMRI_TBSS_L1_Inferior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean L1 in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.187,0.017
1662,1662,25212,IDP_dMRI_TBSS_L1_Superior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean L1 in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.223,0.0223
1663,1663,25213,IDP_dMRI_TBSS_L1_Superior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean L1 in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.238,0.0233
